,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score
6352,Education,115.5096142,330.0451092,410.9682297,No,195.4357188,16.0,462.8005490000001
6353,Healthcare,86.42351164,263.8900332,491.80346680000014,No,275.65331660000004,11.0,642.0198978999998
6354,Social,127.3987101,273.40164120000003,495.60198489999993,No,278.1249992,11.0,661.2059442000002
6355,Social,54.54517677,303.10738619999995,387.4390538,No,234.82581,6.0,560.8809748
6356,,145.8989709,425.8203019,,No,138.839764,9.0,461.65004010000007
6357,Education,568.8291203,479.2910988,502.5244653,Yes,55.33522387,14.0,448.7481172
6358,Financial,69.04591351,445.8715613,377.8123994,No,137.12075990000002,11.0,530.6986188
6359,Foreign_Affairs,297.9106372,483.3262195,418.6272834,Maybe,110.8116226,10.0,426.6536862
6360,Financial,19.57247408,601.7017423,557.5394667,Yes,156.17017990000005,12.0,396.3897183
6361,Other,164.92326619999997,350.88667339999995,436.9386792,Maybe,161.91947180000003,7.0,502.5300163
6362,Education,97.25194682,321.14937339999994,371.0521429,No,237.6517851,9.0,411.3248937
6363,Education,179.8330792,332.1922416000001,473.6137653,No,173.7586808,16.0,463.4431678
6364,Financial,209.2534535,287.7291919,519.5606837,No,262.5874643,10.0,653.3318627
6365,Education,176.2977575,384.2313015,340.8085485,No,207.0400314,12.0,435.8029222
6366,Social,251.654667,538.5195109,464.02336789999987,No,52.71786369,7.0,498.9500608
6367,Military,65.61587203,428.5642466,539.9779615,Maybe,121.2604569,9.0,410.5416626
6368,Social,615.4888242000002,,566.3144364,Yes,471.5041038,9.0,33.43505911
6369,Environment,376.2198951,536.6124714,482.9857822,Yes,40.44498664,11.0,502.4166666
6370,Healthcare,106.6947632,388.4959678,421.8847414,No,145.4637998,14.0,551.2305986
6371,Military,260.6076846,394.3126485,473.5197142,Maybe,172.06957930000004,8.0,366.8199778
6372,Education,,526.8186415,438.4974598,No,129.8348106,15.0,611.1542895
6373,Financial,28.09466661,668.3631831,635.9521527,No,217.3289581,7.0,479.9319464
6374,Education,107.365298,312.8138581,398.0105333,No,241.3592066,10.0,386.8021044
6375,Education,83.83739823,448.617625,474.094476,No,66.18899661,15.0,532.7068592
6376,Healthcare,178.8022773,316.2328421,368.7186889,No,245.815308,8.0,402.9432399
6377,Education,619.1666928999998,,724.3475022999999,Yes,667.4917222999999,12.0,44.51362145
6378,Healthcare,148.5040836,380.9954127,448.896847,No,130.37769,14.0,
6379,Education,71.4043743,274.15324639999994,524.1040445,No,277.0667632,12.0,658.6764952999998
6380,Education,112.3486382,482.1443348,392.6833141,No,134.001532,14.0,578.2349968999998
6381,Healthcare,220.5197929,343.7914955,374.904746,No,224.05634530000003,7.0,399.2462089
6382,Education,227.8593067,274.43830610000003,382.2675924,No,284.6010313999999,11.0,372.4901983
6383,Social,109.2935159,418.82893239999987,425.3741763,No,130.4446752,12.0,430.30023319999987
6384,Social,360.0895967,531.7662789,501.6233915,Yes,31.87835075,10.0,497.8792993
6385,Social,129.9661102,463.6040589,377.4812884,No,135.3339834,9.0,544.4948069
6386,Financial,193.1415011,487.0318318,447.3291571,No,59.43277718,5.0,475.7128857
6387,Environment,68.19793565,320.8531053000001,490.3555681,No,248.8823282,14.0,672.4986617999998
6388,Environment,21.61694566,472.0526455,438.4221095,No,73.2879792,9.0,471.74691730000006
6389,Military,166.2684906,542.0752722999998,446.4535056,Maybe,114.3278094,7.0,408.16704080000005
6390,Social,67.14713117,489.4265863,424.542091,No,87.93107115,7.0,456.1117309
6391,Education,475.2801051,487.62633610000006,456.47620210000014,Yes,62.73070096,16.0,456.5521888
6392,Education,387.6332587,129.2417462,283.204029,Yes,502.8007257,14.0,238.5685674
6393,Military,181.3684265,537.9658648,481.9122504,Maybe,67.82151078,9.0,446.79113089999987
6394,,492.2745391,510.8403217,436.3942409,Yes,68.07837991,,478.2868556
6395,,126.885024,316.841632,398.0944884,No,221.3174108,10.0,428.938933
6396,Financial,585.2962086,189.6509993,576.1317849999998,Yes,320.4800742,10.0,524.391126
6397,Healthcare,370.1484802,135.6727305,585.7039165,Yes,395.8220728,14.0,628.8238826
6398,Social,101.5099155,497.7898461,413.8713008,No,86.21988935,10.0,496.70884180000013
6399,Education,332.0691495000001,293.5046468000001,351.7188963,No,285.8522362,10.0,369.294666
6400,Education,206.9429523,455.9233216,450.49531950000005,No,106.9937739,15.0,583.9892891
6401,Education,574.7145136,469.2340752,450.8314569,Yes,83.93268926,12.0,439.3319807
6402,Financial,498.8408291,331.4749367,626.974612,Yes,214.5176279,11.0,538.6595863
6403,Social,185.7037167,295.7603423,298.8672752,,286.680936,7.0,504.2128727
6404,Environment,130.3590288,440.9170336,384.1853824,No,138.9922938,14.0,549.1430074
6405,Environment,655.3909916,304.894701,133.94698229999997,Yes,639.6035049,14.0,13.14093008
6406,Education,226.029632,391.3290193,381.3405927,No,162.8483618,12.0,474.89717239999993
6407,Healthcare,126.1966456,521.9854756,508.6726323,,38.8925502,7.0,469.1122229
6408,Military,101.3411611,522.2082203,489.3116743,Maybe,63.40490965,7.0,441.5813624
6409,Financial,67.35607249,327.3483576000001,531.939302,No,176.6746966,10.0,480.3724746
6410,Social,26.857860700000003,341.8584163000001,370.2282591,No,227.40206569999995,7.0,400.69121760000013
6411,Healthcare,261.8563374,349.8804751,368.5210763,No,199.85032980000003,13.0,489.1567908
6412,Healthcare,,435.3217957,511.9224363,No,66.03843039,13.0,494.028426
6413,Foreign_Affairs,284.9086753,497.4265591,392.142016,Maybe,153.16200990000004,8.0,391.2864592
6414,Military,169.7845541,390.5510219,425.8923557,Maybe,147.6022959,5.0,565.691826
6415,Financial,347.7812774,51.53142094,497.3475528,Yes,504.9113963,10.0,268.0422102
6416,Social,562.3044516,426.9182683,500.33845830000007,Yes,124.0910314,12.0,399.7127624
6417,Other,174.82544330000005,500.1036693,428.4310085,Maybe,73.56288526,11.0,517.0107847
6418,Foreign_Affairs,123.0144626,417.9402938,513.2916372,Maybe,128.3177188,6.0,402.2504529
6419,Financial,78.63241954,377.5402685,378.6740995,No,176.9395609,12.0,460.109547
6420,Healthcare,40.34775841,324.9934478,366.3183175,No,246.4431499,7.0,389.38291
6421,Foreign_Affairs,70.08308885,418.7350275,466.725077,Maybe,132.3626645,6.0,400.9613273
6422,Healthcare,104.5011571,338.491487,389.8767118,No,211.61753450000003,8.0,418.9454348
6423,Healthcare,206.4188514,680.8627475,659.3033138,No,242.0951957,7.0,477.1700955
6424,Environment,225.6602875,457.565457,401.7293962,No,107.4340192,13.0,509.1796775
6425,Education,474.4593316,145.6929368,554.778016,Yes,370.6728713,12.0,405.849846
6426,Healthcare,628.1547155000002,18.91357447,584.7428518999999,Yes,505.78733430000005,11.0,368.8690433
6427,Social,112.4200274,408.500816,382.429566,No,174.2029856,13.0,409.7128327
6428,Education,291.5546055000001,322.4887635,304.8256387,No,263.8304212,12.0,501.7946594
6429,Education,272.8254052,712.2092285,681.3438541,No,279.8746122,9.0,520.2841926
6430,Healthcare,20.10930572,,392.3452459,No,240.5946919,8.0,400.7748476
6431,Military,69.84785168,413.4896985,415.4629152,Maybe,193.1860355,7.0,349.3670244
6432,Financial,17.59590876,552.1642722999999,,No,130.1622302,7.0,450.4239992
6433,Foreign_Affairs,150.3420334,387.83481780000005,474.7696206,Maybe,158.24789980000003,8.0,391.2581145
6434,Financial,736.1044082999998,86.32242016,699.3495815,Yes,461.75707360000007,12.0,451.5211456
6435,Military,48.49169132,441.6925204,348.5089393,Maybe,163.0460246,6.0,484.6799973
6436,Environment,267.6419497,277.4417896,538.5764673,No,256.3482168,15.0,621.2192535
6437,Military,90.5892639,426.7549002,348.502225,Maybe,193.7588828,5.0,403.9474925
6438,Social,450.4994624,354.5861273999999,221.33500350000003,Yes,347.25048639999994,13.0,352.407569
6439,Environment,98.09379261,316.4576215,526.7129811000002,No,262.0647367,12.0,685.1392400000002
6440,Environment,185.2858062,444.87159800000006,460.82943330000006,No,67.71832829,13.0,496.4931527
6441,Social,21.76797468,687.0694254,632.0842169,No,229.3014839,8.0,488.2543523
6442,Education,443.5751012,497.1464893,353.192278,Yes,182.9856946,15.0,390.8069843
6443,Social,103.8668094,308.5877996000001,388.0320093,No,242.92004269999995,7.0,400.830016
6444,Healthcare,40.34663365,287.7123051000001,502.5664323,No,268.3030315,12.0,664.0544565
6445,Environment,153.5230033,277.40356319999995,386.6088782,No,264.4394247,8.0,413.2734806
6446,Social,763.8910995,454.2947425,400.9070099,Yes,132.2187988,11.0,425.3446618
6447,Education,347.1605227,752.8822157000002,539.8494324,Yes,463.43851550000005,15.0,113.68683
6448,Education,344.5119091,427.9602987,384.1135158,Yes,251.1366881,15.0,710.8322563999999
6449,Financial,283.2190217,420.5914223,424.16134510000006,No,,10.0,471.0813058
6450,Education,59.70724297,498.5326036,359.7131449,No,166.84422859999995,10.0,409.6980529
6451,Environment,271.2461679,303.9349217,,No,241.0747506,12.0,640.1133297
6452,Healthcare,143.43346630000005,321.8231059,320.2472316,No,255.1824408,9.0,532.557867
6453,Social,488.6064567,462.2029714,441.2825235,Yes,96.9487647,13.0,432.7489363
6454,Healthcare,168.0020153,344.8126012,408.8347115,No,196.2197628,8.0,421.846582
6455,Education,532.2243384999998,475.3744817,,Yes,100.9209813,14.0,445.0810878
6456,Social,637.0518047,543.6360973,30.93744811,Yes,505.3621128,12.0,317.0599046
6457,Environment,131.9563063,401.5470429,421.27870930000006,No,130.4277046,12.0,533.4867103
6458,Environment,79.69774161,312.5595541,376.0343038,No,243.9393381,8.0,405.10539480000006
6459,Financial,33.64041277,302.7124021,532.1909693,No,249.4398091,12.0,649.2030951
6460,Other,173.6032171,376.6041496,421.77726730000006,Maybe,146.14888369999997,11.0,503.7635619
6461,Financial,181.4173092,493.8979567,409.1224202,No,91.11778629,10.0,497.4541157
6462,Financial,313.3075725,366.1002087,410.2030692,No,163.9306382,11.0,470.3249053
6463,Financial,35.73466626,504.7579887,507.5439806,No,44.2736269,11.0,543.3659306
6464,Military,112.71052759999998,490.8795885,457.5920519,Maybe,120.9714574,6.0,387.0731318
6465,Environment,17.62892875,268.23083219999995,473.6276649,No,277.80497710000003,11.0,650.8746437000002
6466,Education,71.26934715,512.1383185,405.5310765,No,148.9897573,16.0,614.569767
6467,Social,54.95977415,406.9297167,428.87164,No,119.4992296,10.0,476.3622197
6468,Environment,109.7835489,,452.7752726,No,105.7376593,15.0,464.0882818
6469,Healthcare,164.0257646,501.47829569999993,449.13632689999986,No,60.48969810000001,8.0,467.2936554
6470,Financial,31.04788189,308.5945977,368.7643656,No,252.6146879,6.0,400.2234458
6471,Social,71.91294081,467.1380111,421.5254234,No,101.9900072,6.0,443.7524036
6472,Environment,491.3837614,,380.0870014,Yes,272.0351669,15.0,708.867144
6473,Financial,,346.16218839999993,363.0594075,No,212.2024138,5.0,551.0985933999998
6474,Military,172.5326781,396.4287171,467.6644805,Maybe,130.0403354,9.0,571.679093
6475,Social,131.04232539999998,388.1987554,352.7396117,No,185.421342,11.0,513.9976361
6476,Healthcare,373.4742813,476.68101,561.3282272000001,Yes,130.6834987,10.0,386.9811959
6477,Healthcare,234.2366466,229.2426855,467.9331594,No,307.4987364,12.0,642.1888436
6478,Education,459.6075517,768.7354156,411.8554722,Yes,385.5841001,15.0,237.9181103
6479,Financial,242.2488822,404.3273521,424.0801423,No,125.9717324,12.0,
6480,Social,63.86188711,329.050943,391.06164,No,220.046947,7.0,414.3874277
6481,Education,365.5485778,681.1715601,565.5333138999998,Yes,227.464004,13.0,620.9219735
6482,Other,41.5225117,526.3455441000001,389.9778495,Maybe,114.0242537,9.0,485.7673217
6483,Healthcare,160.8108759,342.6972469,394.5386129,No,205.5867742,7.0,420.00211619999993
6484,Healthcare,95.42359615,285.94366569999994,488.4775288,No,259.60280750000004,10.0,646.4265552
6485,Foreign_Affairs,170.132785,416.6081714,464.7785586,Maybe,141.791258,7.0,390.8669901
6486,Financial,56.82862703,383.079774,411.757903,No,152.00702869999995,10.0,459.3905205
6487,Education,80.86729904,467.193064,488.4553013,No,71.80505823,,437.1796907
6488,Healthcare,264.9256157,409.59933860000007,474.27832930000005,No,98.30075511,13.0,471.20495660000006
6489,Healthcare,362.8125825,188.6514423,516.0155728,Yes,482.2697056,14.0,132.04667959999998
6490,Military,161.21541580000005,505.3469956,449.2913704,Maybe,106.5273142,6.0,406.4686513
6491,Other,25.66375339,404.898379,430.8716375,Maybe,124.6901625,9.0,458.4718434
6492,Environment,206.7859919,385.6444433,415.1441336,No,154.35882980000005,13.0,440.4270453
6493,Education,337.2828264,428.2658589,398.0715883,No,154.4111497,13.0,591.1461192
6494,Financial,47.05462623,429.6376763,401.7743959,No,137.8333603,10.0,566.3242740000002
6495,Education,12.02017985,205.8574552,336.1860001,Yes,347.6803671,14.0,413.2430147
6496,Healthcare,240.2401707,322.4581598000001,343.9303438,No,274.0994341,8.0,
6497,Environment,52.27010633,321.412319,370.1918267,No,242.6134267,8.0,399.4139515
6498,Education,174.7065121,250.9268683,534.0885850999998,No,275.4103037,13.0,612.4783482
6499,Financial,55.30314146,289.8918812,373.3353583,No,273.2096466,5.0,379.7745536000001
6500,Financial,167.6604988,387.58794710000006,333.9116274,No,200.5720551,8.0,497.292208
6501,Education,180.2197607,485.0056707,452.7328753000001,No,57.67227305,11.0,470.5537763
6502,Healthcare,268.6161547,272.2213385,479.42687760000007,No,265.4812007,13.0,634.8105927999999
6503,Other,327.2662646,475.5936306,,Maybe,150.5171866,10.0,452.8715513
6504,Other,136.4063293,393.8923742,362.9151434,Maybe,174.3706905,10.0,481.1837426
6505,Social,560.5590036,729.8828063,70.40958347,Yes,487.90147930000006,12.0,525.5699596
6506,Education,34.36663413,453.4273712,379.8845216,No,155.55928669999997,16.0,412.8108161
6507,Environment,73.43917684,331.6483823000001,354.8527756000001,No,233.77796060000003,10.0,572.4026996
6508,Financial,237.5371193,430.2336281,426.9194241,No,118.6319976,8.0,437.8273885
6509,Education,500.6001826,275.24060489999994,258.17221340000003,Yes,540.6771471,15.0,71.82443631
6510,Healthcare,254.01403900000003,269.0142127,533.7984308,No,280.226429,13.0,655.0163980000002
6511,Education,161.5399909,517.5049682,458.6832636,No,51.18414742,9.0,475.3764274
6512,Environment,122.195386,358.4525355,429.87278,No,159.12021940000002,15.0,519.1241345999998
6513,Environment,85.50358839,280.2525832,490.8009075,No,254.7668759,14.0,628.5791996
6514,Education,51.83790744,337.2902527,380.1497652,No,220.1892965,10.0,412.5655352
6515,Education,225.7053017,341.04860319999995,381.6279892,No,216.9340854,10.0,411.7791527
6516,Social,552.4390243,551.7953567000002,284.3744336000001,Yes,245.6055562,9.0,605.5696232
6517,Environment,102.5851631,303.6681595,369.8913873,No,257.7567733,9.0,395.2903467
6518,Foreign_Affairs,,489.5807672,370.8586565,Maybe,130.3542197,,485.6411848
6519,Healthcare,94.26416143,274.2110398,521.2061675,No,275.8737824,13.0,657.0859246
6520,Healthcare,174.3059933,312.6061018000001,363.6794135,No,258.3708463,7.0,385.7383756
6521,Environment,36.54969102,320.9152372,388.4205642,No,238.6300795,8.0,388.5415231
6522,Healthcare,-1.802143577,568.7204554,584.3689227000001,Yes,173.130085,12.0,365.3396486
6523,Social,275.1176578,284.4688593,549.8736144,No,281.9872235,9.0,674.8592125
6524,Environment,157.4661148,499.5242809,429.0856433,No,72.14648002,11.0,486.73190710000006
6525,Environment,-182.0001396,275.5552712,341.5104965,Yes,299.4535595000001,15.0,619.0717234
6526,Education,117.4786268,718.5414086000002,658.6727922,No,270.4594462,11.0,485.4772666
6527,Environment,361.5076416,315.8798887000001,544.6043386,Yes,252.2521257,12.0,333.442585
6528,Military,105.8182652,432.9272802,455.0416183,Maybe,115.1592279,5.0,582.1075023
6529,Education,395.8219314,460.6254012,251.9241313,Yes,266.45957450000003,15.0,588.9309237000001
6530,Social,80.63259492,275.0651597,287.4431916000001,No,309.6444736,7.0,510.1794339
6531,Social,213.2027269,301.7624721,511.2968626,No,234.0656964,13.0,623.9395565000002
6532,Environment,-82.91824647,205.6167191,528.2745002,Yes,308.2121581,15.0,413.2027019
6533,Social,438.9218927,449.6581754,417.9169143,Yes,124.5486635,12.0,421.0035615000001
6534,Environment,386.5896883,314.929456,322.3452606,Yes,256.6129041,12.0,506.1538485
6535,Financial,301.9233001,317.0509714,381.738184,No,236.6548239,5.0,407.5375673
6536,Environment,264.2189935,360.2724789,399.7434598,No,189.1421334,8.0,421.2625081000001
6537,Environment,55.42064208,273.52434889999995,458.4672816,No,,12.0,631.0192967999999
6538,Education,122.4693158,320.9788288000001,402.7827187,No,216.2496164,9.0,427.4457648
6539,Education,204.6743466,437.0178704,460.7484227,No,77.78550491,12.0,523.3055745
6540,Healthcare,104.9456881,331.2959719,370.3064568,No,229.2162682,7.0,414.8023862
6541,Education,265.7719292,313.8206755,384.7339736,No,247.6966881,9.0,384.2215409
6542,Environment,253.2020806,699.1618006,654.5955546,No,253.3862221,10.0,
6543,Foreign_Affairs,62.6720455,410.7716976,385.8690152,Maybe,157.2653229,10.0,438.8051461
6544,Financial,46.71413174,361.0576498,401.7122194,No,173.0061506,12.0,468.92487080000006
6545,Education,153.7098786,399.7664177,430.4635734,No,122.0330323,13.0,496.8416249
6546,Education,331.6992508,375.3938843,411.3126761,No,154.0748711,,481.3736631
6547,Financial,436.58672120000006,282.0941874,553.4751621,Yes,,11.0,403.249894
6548,Social,182.4839937,412.5166026,415.4965099,No,121.8506711,11.0,507.3076258
6549,Healthcare,246.4804789,421.7670037,451.3080958000001,No,,10.0,524.6554572
6550,Education,284.5655874,420.2843788,431.0607875,No,128.7630598,12.0,573.977904
6551,Financial,115.17553259999998,288.7401256,519.3295227,No,259.3605391,9.0,649.2096655
6552,Financial,285.2687137000001,493.0295716,453.5975953,No,57.03526336,5.0,467.5769954
6553,Education,243.7478173,310.9776097,525.894945,No,258.3115976,13.0,674.1403721
6554,Healthcare,294.377936,363.9502024,396.2046215,No,189.0033325,8.0,419.7551766
6555,Environment,19.94328698,380.4435601,368.8670865,No,177.557047,13.0,493.9236832
6556,Financial,121.48398590000002,675.4293934,654.2875361,No,235.547654,5.0,469.95700710000006
6557,Social,118.7563808,437.2898862,485.1734799,No,84.7517953,13.0,444.9501795
6558,Financial,112.4792834,394.2163269,381.5071268,No,162.2040934,11.0,467.1454502
6559,Healthcare,397.8820174,440.7742445,410.9745953,Yes,138.0470534,13.0,412.6857621
6560,Military,27.64290084,457.9034722,401.3048216,Maybe,152.8918784,7.0,391.082276
6561,Social,364.8591482,579.0270746,553.3596083,Yes,128.4603907,10.0,586.0787177999998
6562,Healthcare,235.3362617,402.3941045,453.4029543,No,113.2408257,10.0,533.545329
6563,Environment,354.5298346,228.8758745,556.3353191000001,Yes,343.5484024,15.0,296.6688781000001
6564,Social,25.5583484,393.0865804,434.5340862,No,131.77363259999998,10.0,459.4041245
6565,Environment,619.5501209,671.8693926,592.1324279,Yes,401.3627054,14.0,149.19442859999995
6566,Healthcare,208.1811262,425.6605537,428.3661541,No,107.0432943,11.0,528.2932096
6567,Education,115.6679739,426.4137976,399.2198488,No,135.45497949999998,14.0,552.6923468
6568,Financial,142.90011280000004,284.4171046,377.5275607,No,257.5697667,7.0,430.2382514
6569,Financial,121.8443895,327.337557,509.6464113,No,218.87290750000003,10.0,634.1639935
6570,Social,64.01829188,290.6506771,381.6239735,No,256.7882081,7.0,409.9991047
6571,Education,114.91615559999998,317.2446803,393.1711778,No,233.6220425,9.0,401.1700723
6572,Healthcare,127.70436709999998,459.3453428,427.2715506,No,102.2547905,8.0,440.7225702
6573,Environment,39.64173325,490.999541,487.674981,No,54.06652292,12.0,551.8678566000002
6574,Education,241.2260073,449.4463113,516.7371275,No,148.164491,12.0,638.2639126
6575,Education,577.1319241,255.1160187,254.6438748,Yes,404.1603633,14.0,707.7927015
6576,Financial,161.9207208,339.7210423,387.2361178000001,No,220.3152113,6.0,399.33344710000006
6577,Healthcare,11.64642188,274.3799585,588.2551796,Yes,258.0469196,12.0,411.1471279
6578,Education,,321.789055,378.6071692,No,223.9628232,10.0,439.4691326
6579,Healthcare,84.38917420000001,291.5044856,493.7528852,No,244.48284980000003,11.0,627.5243423999998
6580,Financial,190.7202056,402.3088019,414.0595868,No,130.7842403,10.0,513.2360377
6581,Military,205.0244651,473.3200196,357.6257662,Maybe,200.8657913,9.0,360.842455
6582,Foreign_Affairs,65.43056104,478.7462841,393.7653953,Maybe,118.6036239,7.0,451.7370959
6583,Healthcare,203.0056157,260.6140725,502.59723330000014,No,279.0684309,13.0,643.4113707
6584,Education,650.5545039,506.0040867,407.1225852,Yes,96.69986155,12.0,473.7588112
6585,Healthcare,150.9634508,549.9018401000002,489.5694142,No,54.15644093,8.0,481.72626680000013
6586,Social,524.2720753000001,273.8190479,575.6868687000001,Yes,308.7126744,13.0,303.9969639
6587,Healthcare,343.9528454,426.9429392,405.0738636,No,119.8173239,10.0,502.8081318
6588,Healthcare,495.21733660000007,20.85674605,269.2610319,Yes,539.3956861,11.0,409.8391607
6589,Education,89.89867729999997,309.9720752,326.4137593000001,No,262.7592603,11.0,552.9115649
6590,Education,303.9059397,407.8982495,420.371467,No,123.0852345,16.0,518.0703969
6591,Healthcare,23.63780703,475.5536159,484.6315885,No,73.27334998,12.0,432.6563288
6592,Healthcare,81.09062177,426.4631806,489.639003,No,96.07064895,10.0,560.9471536
6593,Environment,402.6742018,617.1430015999998,355.0993035,Yes,260.9783137,11.0,682.7320047000002
6594,Education,205.1271587,381.8132239,452.0327514,No,157.78473469999997,16.0,592.8819225
6595,Environment,29.03416563,487.1968089,452.78749860000005,No,51.82480557,10.0,482.8865994
6596,Social,204.7093952,348.3487164,412.022075,No,187.3236169,6.0,434.03098960000005
6597,Social,94.80944158,330.2495337,392.2374133,No,223.2182441,7.0,403.0547133
6598,Financial,65.64456792,453.683548,435.87241860000006,No,85.15229245,12.0,531.5174949
6599,Education,113.6649264,430.8772782,431.33712520000006,No,101.2269763,13.0,527.4656092
6600,Financial,304.0204446,714.3329687,660.4012982,No,267.91935970000003,7.0,489.3423556
6601,Financial,49.7589998,468.4289404,468.71676839999986,No,73.63272463,5.0,441.2939036
6602,Education,91.72336826,283.6290891000001,381.086901,No,261.9122248,11.0,412.5853714
6603,Social,758.5239399000002,537.7087607999998,469.2809506,Yes,48.75926106,10.0,503.4430947
6604,Social,20.67511006,390.7072585,437.56194010000013,No,129.5454454,9.0,530.636706
6605,Social,385.9197805,226.4422775,311.624143,Yes,346.9178847,13.0,600.1635047999998
6606,Environment,294.41926980000005,292.5750838,413.679591,No,279.768958,10.0,333.2835911
6607,Healthcare,663.0532749,37.14000873,243.8838562,Yes,534.5500817,11.0,576.8696247
6608,Healthcare,89.98309526,398.0756631,415.6026287,No,149.6316069,11.0,430.1563816
6609,Education,16.66854861,416.3991121,372.1814834,No,157.75290969999998,12.0,539.4879583
6610,Social,182.9276485,378.9887417,415.2763726,No,148.2372466,10.0,512.3476149
6611,Healthcare,169.384321,329.1141306,369.5848642,No,,9.0,520.3142146
6612,Healthcare,21.33796642,375.037944,405.5575632,No,191.5560994,12.0,389.7328248
6613,Environment,-26.53135509,236.6287798,332.0518895,Yes,333.5839326,15.0,382.9219379
6614,Social,69.93274173,337.1280307,538.6392386,No,193.7269864,13.0,597.5185938999998
6615,Healthcare,237.9807012,259.4883352,504.9576142,No,277.7197487,11.0,638.7725475
6616,Financial,76.23275951,524.9333247999998,403.3686427,No,119.8165398,6.0,433.6922831
6617,Healthcare,279.4684131,474.8417931,446.604693,No,66.32035693,9.0,469.7610258
6618,Financial,360.3234501,188.4856321,356.9706606000001,Yes,353.5442957,8.0,586.5735275000002
6619,Education,55.1408438,347.05363680000005,377.4602304,No,217.9543351,9.0,595.3703678999998
6620,Healthcare,431.5047894,169.09222769999997,22.81165953,Yes,585.4654245,12.0,574.5727642999999
6621,Other,55.54374618,501.1827923,425.9557435,Maybe,74.99528786,10.0,511.8466148
6622,Financial,171.0909499,446.9587172,474.0746331,No,103.6403286,9.0,414.8189259
6623,Social,-63.49070058,642.7834821,330.9698729,Yes,243.547264,9.0,601.7691662000002
6624,Education,291.5087974,310.6444434,355.5503172,No,268.5084358,,376.0018452
6625,Other,166.0350975,410.9876174,423.8814676,Maybe,118.5083469,10.0,518.0829494
6626,Social,263.09908390000004,435.077525,466.1851072,No,118.821609,9.0,593.5959402999998
6627,Environment,100.6849945,718.4321187,644.0632555,No,261.6673839,10.0,498.2657221
6628,Environment,97.63726192,267.11309700000004,462.8751402,No,294.5935425,11.0,676.5525147999998
6629,Financial,14.65777998,474.560858,392.7742648,No,116.9804279,9.0,460.75828380000013
6630,Education,24.22864228,689.9668856000002,635.4775209,No,234.0244105,11.0,481.9487285
6631,Other,253.0709547,465.4152213,392.7502469,Maybe,178.97717409999996,8.0,360.9524815
6632,Other,34.054309100000005,408.4853818,373.8628025,Maybe,156.8828476,7.0,518.0751193
6633,Healthcare,78.49453001,433.0460419,515.2424024000002,No,68.95531356,14.0,493.7014343
6634,Healthcare,34.69997631,467.37993960000006,415.5123643,No,110.0191687,7.0,437.5341009
6635,Education,378.8549005,4.83816673,338.4242097,Yes,606.0640318,15.0,190.1264234
6636,Social,637.0948606000002,471.9562496,423.8858718,Yes,99.78811241,11.0,441.8806837
6637,Foreign_Affairs,178.8222689,481.7966682,385.02116980000005,Maybe,151.3069737,10.0,403.34438660000006
6638,Environment,54.58973852,290.4293581,501.14395660000014,No,259.6134207,15.0,653.225212
6639,Military,108.2477074,354.51429289999993,440.93170989999993,Maybe,179.4088595,7.0,413.2106862
6640,Military,156.2911805,328.1942579,480.7501932,Maybe,195.0581587,7.0,409.66774
6641,Environment,28.64153679,315.8293493000001,369.1381274,No,258.1523795,9.0,375.1040722
6642,Education,105.2121497,401.1290195,394.3270112,No,147.58228359999995,12.0,471.04695030000005
6643,Education,68.77773763,310.2840694,362.5548503,No,259.63452090000004,9.0,388.0768972
6644,Financial,107.2420347,504.1960434,455.1768011,No,48.26278378,5.0,482.6054502
6645,Military,59.58614021,406.3255574,441.2523922,Maybe,140.4797956,5.0,413.3490315
6646,Social,24.75774369,399.7161527,474.3756766,No,111.29086770000002,13.0,540.8925574
6647,Other,284.91983230000005,500.8770556,434.3376102,Maybe,71.28591235,9.0,527.7373869
6648,Environment,39.05090475,419.0104046,381.8185844,No,143.4686039,13.0,507.5550466
6649,Environment,139.2810494,382.9912423,375.7219038,No,171.878859,15.0,520.1555847
6650,Social,147.245257,335.2398682,369.7906462,No,221.2899352,6.0,430.2227934
6651,Education,527.3233069,337.247544,592.5029718999998,Yes,203.5980693,13.0,580.0438134
6652,Other,177.9423138,492.4996016,357.4411363,Maybe,145.7050259,11.0,529.1662297
6653,Environment,124.4640755,475.8718768,413.0342487,No,103.3993618,14.0,449.5399188
6654,Social,69.55358238,314.5292541,535.3635730000002,No,244.5755569,,655.4581074
6655,Social,185.9049193,272.6153002,509.6262655,No,267.386902,11.0,640.3541544999998
6656,Healthcare,270.6832337,450.2449303,473.5304712,No,71.40639085,14.0,456.1517419
6657,Environment,126.3784967,487.4018597,447.6315346,No,62.15769920000001,9.0,468.97726219999987
6658,Social,276.8100758,413.9975603,362.6854175,No,162.47181669999995,10.0,487.9427605
6659,Education,121.07712240000002,296.9108912,359.9399211,No,269.0330744,10.0,392.6837229
6660,Other,264.7228701,517.3250823,405.1065227,Maybe,98.40174212,9.0,480.55848939999987
6661,Military,175.49367809999995,455.9138722,536.5152866999998,Maybe,106.2156777,7.0,410.53035510000007
6662,Environment,420.9083921,143.2721825,719.8429002,Yes,,15.0,74.67641898
