,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
7793,1.0,574.2481852999999,83454.04496,Other,191.4160618,No,435.98245729999996,Yes,Female,After_16:00,0.118757949,,7.2408590770000005,0.48054343299999996,2.687345343,2.454861137,5696.0,67.35501215,377.16918250000003,5114.162938,48369.56196,Maybe,190080.703,19.42084402,,43.76845518,36841.52476,50.0,45_and_up,1.0,617.4923706000001,11.0,Car,Services_or_Retail,,0.0,Yes
6658,8.0,1821.9479469999999,148579.25699999998,Education,607.3159822,Yes,244.6490153,Yes,Female,After_16:00,0.982086424,0.711788365,4.286610854,8.915797141,6.11518177,8.697790938999999,9286.0,34.6153761,440.25772980000005,3327.005612,48778.91215,Yes,59853.14067000001,20.98231946,277.6969939,46.10670707,369450.0182,100.0,Below_30,2.0,625.0286085,16.0,Motorcycle_or_truck,Hightech,408.6635003,0.0,Yes
6747,6.0,1409.0555769999999,126858.5922,Social,469.68519249999997,Yes,270.0928073,Yes,Female,After_16:00,0.085091624,0.227821341,4.8479964230000006,7.322735959,5.964504147,8.274023656,7168.0,12.66436959,5.137487655,2711.203048,19983.142069999998,Yes,72950.12456,2.266602668,566.2567154,3.2931410239999996,221083.8652,70.0,45_and_up,3.0,357.2974834,9.0,Motorcycle_or_truck,Public_Sector,651.3289276,2.0,No
9050,8.0,208.97928069999998,35864.53888,Environment,69.65976024,No,514.8530337000001,No,Female,After_16:00,0.6132712370000001,0.32746678,0.357599636,7.878664986,9.248223372,1.6336326319999999,3126.0,51.20407757,482.15068660000003,6112.83171,58321.67808,No,265073.6463,21.95792993,31.89447148,62.00970367,4932.141957,90.0,Below_30,2.0,724.4887816,8.0,Motorcycle_or_truck,Industry_or_other,478.1357206,2.0,No
5298,6.0,1029.468141,158971.3756,Education,343.1560471,No,463.2626377,Yes,Male,After_16:00,0.14220280400000002,0.7558506420000001,1.127359672,1.321185834,1.294401882,7.0614977439999995,4782.0,84.79535214,458.1438547,5548.914087,55083.75727,No,214612.2715,21.40429524,69.16169931,59.35287946,118109.2287,100.0,30-45,3.0,688.1510386,10.0,Public_or_other,Hightech,458.9906113,1.0,No
9320,10.0,330.7552717,45999.98828,Financial,110.25175719999999,No,417.2268038,Yes,Male,After_16:00,0.588328567,0.429371929,9.438809797000001,9.734153203,0.591480231,0.559486148,4186.0,29.98802806,517.3736269,5207.015291,60643.83523,No,174078.2058,22.74584856,89.32752099999999,93.25274765,12275.701729999999,60.0,45_and_up,1.0,771.7304536,11.0,Motorcycle_or_truck,Industry_or_other,528.7430178999999,1.0,No
7930,8.0,369.4510515,58985.41617999999,Social,123.15035049999999,No,478.9707536,Yes,Female,By_16:00,0.132009514,0.505318912,5.690215599999999,6.755667271,7.629070326,4.414774207,6260.0,90.06341812,448.43918360000004,5686.585903,54017.64725,No,229412.9828,,85.7554652,37.50517883,15299.159169999999,70.0,30-45,2.0,668.883857,7.0,Public_or_other,Public_Sector,434.7830327,1.0,Yes
7100,1.0,265.12025409999995,29619.834789999997,Environment,88.37341803,No,335.1667893,Yes,Male,After_16:00,0.131589283,0.607179819,1.716024424,1.309775671,8.930629513,6.486242446,8977.0,96.87387068,384.63746360000005,4120.942821,49284.86794,No,112336.7767,19.61217641,209.1710025,97.63542167,7908.234431999999,90.0,45_and_up,2.0,658.2998621,8.0,Foot_or_bicycle,Hightech,557.2189317000001,0.0,Yes
2589,2.0,89.21701084,9199.247770999998,Healthcare,29.73900361,No,309.33275,Yes,Male,By_16:00,,0.864339807,8.726068027,6.200291486,6.605729877000001,2.086928918,7090.0,23.81786983,365.5675219,3824.462544,43440.39487,No,95686.75022999999,19.11982013,258.55412110000003,75.88201805,924.1473396,80.0,30-45,2.0,554.2122267000001,8.0,Car,Public_Sector,388.536364,1.0,Yes
965,4.0,126.9372199,12915.43028,Environment,42.31240662,No,305.239794,Yes,Male,By_16:00,0.24836760300000002,0.586360772,4.29584085,5.196040492,3.659554608,6.233477325,8403.0,10.35918668,424.7226301,3901.8432,49124.329939999996,No,93171.33182,20.60879982,219.30867719999998,96.0937113,1842.652161,90.0,30-45,2.0,629.2404994,10.0,Motorcycle_or_truck,Services_or_Retail,432.93230589999996,1.0,Yes
8060,10.0,143.0316196,16168.943580000001,Financial,47.67720655,No,339.13361860000003,Yes,Male,By_16:00,0.689676478,0.791771325,2.373395015,6.50776359,,2.63608746,7481.0,53.25127805,399.3545887,4190.045363,47891.596730000005,No,115011.6113,19.9838582,198.27115600000002,88.83046655,2330.7932309999997,60.0,30-45,2.0,614.5924507,5.0,Motorcycle_or_truck,Hightech,442.51991789999994,0.0,No
2136,1.0,1270.3369699999998,275198.4499,Environment,423.44565650000004,Yes,649.9026396,No,Male,By_16:00,0.971981565,0.210631314,9.378507505,8.237660881,9.914256392999999,3.570428891,4944.0,67.50916787,3.5650156089999996,6506.156427,24596.92219,Yes,422373.4409,1.8881248919999998,524.2104136,64.15937496,179739.6697,90.0,30-45,3.0,356.53304039999995,14.0,Motorcycle_or_truck,Public_Sector,576.6685247,0.0,Yes
6298,7.0,1250.836352,10932.89918,Education,416.9454507,Yes,26.22141376,Yes,Female,After_16:00,0.577573129,0.9462932829999999,1.734945714,1.6100296840000001,5.643041749,7.568393757000001,8836.0,92.63562181,563.2946852000001,1388.803508,47728.96245,Yes,687.5625397000001,23.73382997,625.5240035,61.11379964,174270.4543,100.0,Below_30,1.0,557.8400451,14.0,Foot_or_bicycle,Student_or_Unemployed,96.50537419,0.0,No
8798,10.0,-14.60710012,-2666.194336,Financial,-4.869033374,Yes,547.5818569,No,Male,After_16:00,0.752145946,0.39163748,5.493924911000001,4.217673643,0.9293321990000001,0.998532327,7883.0,2.794956043,571.3927512,6618.604071,63285.868910000005,Yes,299845.89,23.90382294,164.7336552,15.66254909,28.83845262,60.0,45_and_up,1.0,748.6976889,12.0,Foot_or_bicycle,Student_or_Unemployed,359.3720543,2.0,No
3108,1.0,621.8044936000001,60281.530439999995,Healthcare,207.2681645,No,290.8383474,Yes,Male,By_16:00,0.7077757370000001,0.49533883100000003,5.212344036,3.54630365,5.43537271,6.1183904060000005,7979.0,47.78298761,373.3596928,3655.1028590000005,47882.245339999994,No,84586.94431,19.32251777,253.85285130000003,68.59674652,43177.36019,80.0,Below_30,2.0,649.2209932,9.0,Foot_or_bicycle,Industry_or_other,568.2268699,4.0,No
2800,2.0,110.89768079999999,14085.85666,Foreign_Affairs,36.96589358,No,381.05007870000003,Yes,,After_16:00,0.7661873290000001,0.496601055,5.332928283999999,0.9194502,5.381478887999999,9.738315691,6776.0,33.55899621,492.1734103999999,4794.847608,55318.34465,Maybe,145199.1625,22.18498164,148.4125309,80.67208622,1413.443182,40.0,45_and_up,2.0,686.8571746,10.0,Motorcycle_or_truck,Industry_or_other,411.5921947,,Yes
2348,5.0,231.86872909999997,21019.23532,Environment,77.28957636,No,271.9543347,Yes,Female,After_16:00,0.5761300220000001,0.364729539,2.390966765,0.78478297,9.087492484,6.753689935,3575.0,48.47111481,506.2193716,3731.98209,60025.306670000005,No,73959.16016,22.49931936,271.9455262,23.09800729,6060.968191,90.0,45_and_up,3.0,806.8044602000001,13.0,Motorcycle_or_truck,Public_Sector,648.0231845,0.0,No
4928,6.0,241.48799879999999,40988.06708,Healthcare,80.49599961,No,509.1938392,No,Female,After_16:00,0.36022896600000004,0.276460849,0.21358969600000002,9.587115258999999,3.935355195,7.94286787,6762.0,34.0101229,470.63102419999996,6033.20044,58032.29445,No,259278.3659,21.69403199,32.29865877,97.44702779999999,6570.101953,80.0,Below_30,1.0,729.3898545,8.0,Car,Hightech,509.80509759999995,1.0,No
6354,10.0,310.2105552,39993.93537,Healthcare,103.4035184,No,386.77538250000003,Yes,Male,By_16:00,0.843773625,0.45269484200000004,1.8533972369999998,1.632051475,6.418970732000001,1.947785963,5085.0,51.58618614,347.42506380000003,4562.603952,46945.42437,No,149595.1965,18.63934183,195.6744874,16.71338866,10805.69113,80.0,30-45,3.0,624.7565688999999,14.0,Car,Public_Sector,546.7929465,1.0,No
7104,9.0,765.2462986,76901.69046,Environment,255.0820995,No,301.47819310000006,Yes,Female,By_16:00,0.758364431,0.509770049,9.981633862,8.887409039,4.723684278,5.795639069,4879.0,44.05077025,507.0511006,4028.884132,61555.344939999995,No,90889.10091000001,22.5177952,274.76658369999996,22.32483893,65331.959610000005,90.0,Below_30,4.0,831.4096274,12.0,Car,Industry_or_other,689.8316351,0.0,No
2928,6.0,1193.347131,226837.1599,Social,397.7823769,Yes,570.2544232999999,No,Male,By_16:00,0.0432115,0.961025655,3.432616163,9.717881468,7.474956012000001,4.025061361000001,6838.0,94.03715557,349.0657874,6400.675808,46513.204710000005,Yes,325190.1073,,201.3913459,56.60922062,158638.6018,70.0,Below_30,1.0,564.5241407000001,13.0,Motorcycle_or_truck,Hightech,,0.0,Yes
1430,6.0,112.7554919,19843.71409,Military,37.58516397,No,527.9666761,No,Female,By_16:00,0.963893902,0.378731747,2.598377923,5.053975207,0.6759177590000001,4.778831913,7789.0,61.11523916,440.59049630000004,6160.847753,53084.06042,Maybe,278748.8111,20.99024765,132.1848287,52.75078584,1460.229714,30.0,45_and_up,0.0,641.9669671,9.0,Public_or_other,Industry_or_other,385.27770560000005,2.0,Yes
2049,5.0,616.333359,,Financial,205.444453,No,336.30222119999996,Yes,Male,By_16:00,0.284182269,0.158989242,3.85344666,2.455626877,7.227237176,8.55105449,6254.0,90.65415091,380.95370299999996,4124.929618,45430.051060000005,No,113099.18400000001,19.51803533,225.06245570000002,71.21091462,42422.86772,60.0,30-45,2.0,577.2845779,9.0,Foot_or_bicycle,Hightech,401.5920463,2.0,Yes
8244,4.0,352.17873030000004,57139.16424,Education,117.39291010000001,No,486.7343708000001,Yes,Female,After_16:00,0.543717923,0.415763101,3.2531106519999997,8.459519257,9.575458302000001,5.297553614,9080.0,70.20710206,437.53953499999994,5742.422778,53549.852810000004,No,236910.3477,20.91744571,83.22837886,61.57659169,13908.48825,100.0,30-45,5.0,665.7678382,9.0,Motorcycle_or_truck,Services_or_Retail,446.6176392,,Yes
4273,8.0,778.5720908,170036.0969,Education,259.52403030000005,No,655.1844031,No,Male,After_16:00,0.7896476570000001,0.31375822600000003,0.7887010459999999,4.362388526,2.165332467,4.033346372,3875.0,64.89913303,651.7187403,,74755.09378,No,429266.602,25.52878259,217.0289673,89.89200601,67622.24632,100.0,45_and_up,,901.6187783,9.0,Motorcycle_or_truck,Industry_or_other,,0.0,No
5552,10.0,371.05940730000003,84683.75536,Education,123.68646909999998,No,684.6646685,No,Male,After_16:00,0.837976112,0.504026661,6.495789487000001,2.339396705,0.9406027990000001,0.734953815,6441.0,33.40150772,630.5934814,8107.8336469999995,72491.03538,No,468765.7082,25.11162045,231.1392653,96.88890546,15432.02911,100.0,30-45,2.0,862.1801109999999,11.0,Motorcycle_or_truck,Hightech,452.35902180000005,0.0,Yes
7365,5.0,785.9881909,127638.7736,Healthcare,261.9960636,No,487.17821100000003,Yes,Male,After_16:00,0.07052928900000001,0.532751801,2.9512972619999998,4.305337223,3.765293495,3.168342225,4602.0,45.4838967,407.0009478,5685.784006,50508.79851,No,,20.17426449,123.15334340000001,51.34318864,68913.93342,80.0,30-45,2.0,625.1641762999999,8.0,Public_or_other,Public_Sector,420.29100430000005,0.0,Yes
7629,5.0,308.7642783,32905.31419,Social,102.92142609999999,No,319.7129639,Yes,Female,By_16:00,0.781424036,0.66370827,3.9944073280000003,,9.661273269,3.068501495,8278.0,64.30445656,390.22943660000004,3977.588512,49444.22607,No,102216.3793,19.75422579,218.408794,83.01233994,10705.74138,70.0,Below_30,1.0,661.2375885,8.0,Car,Services_or_Retail,556.1195982999999,0.0,Yes
7107,9.0,292.18710550000003,,Education,97.39570183,No,309.5211972,Yes,Male,After_16:00,0.476367264,0.345259235,5.654371884,3.396688737,0.731794618,1.242590197,9296.0,29.46372926,416.2965412,,51204.241819999996,No,95803.37152,20.40334632,213.86765580000002,7.320056716,9593.318436,100.0,45_and_up,2.0,680.3724453,9.0,Car,Public_Sector,549.5068769,0.0,No
5557,3.0,557.0554379,60174.7128,Healthcare,185.685146,No,324.0685327,Yes,Male,By_16:00,0.5784374520000001,0.902037322,0.731995623,8.088974473,2.580598074,2.543173672,9002.0,40.66092123,,4346.023089,64651.68546,No,,23.50891068,236.54374080000002,3.2472733639999998,34674.65858,80.0,30-45,1.0,854.3525400000001,10.0,Foot_or_bicycle,Public_Sector,649.0873874,0.0,Yes
1545,7.0,117.44980320000002,13270.0036,Healthcare,39.14993441,No,338.9534057,Yes,Male,By_16:00,0.580043544,0.334602141,6.16464312,7.611181567999999,7.552809302999999,7.672277004,5030.0,28.95677802,411.1147994,4211.763655,48511.87501,No,114889.4112,20.27596605,197.27620009999998,58.860008400000005,1581.867299,80.0,45_and_up,4.0,,7.0,Foot_or_bicycle,Industry_or_other,428.716659,1.0,Yes
2210,5.0,1008.587234,121391.1127,Financial,336.19574460000007,No,361.0727221,Yes,Female,By_16:00,0.82718126,0.36305440200000005,6.635795655,,1.713819618,8.45421535,3101.0,95.90779184,450.3926085,4511.512439,52070.47442,No,130373.5107,21.22245529,163.0827553,36.60852942,113373.7744,60.0,30-45,3.0,656.6960429,11.0,Motorcycle_or_truck,Services_or_Retail,430.470846,0.0,Yes
2718,1.0,496.93937930000004,80295.55775,Military,165.64645980000003,No,484.7405605000001,Yes,Male,,0.18770601,0.5355865120000001,5.988172174,4.0261052710000005,7.593771068,5.257026965,6158.0,27.25637304,385.9453827,5619.29637,46939.62272,Maybe,234973.41100000002,19.64549268,196.9618947,68.71692052,27614.39609,30.0,30-45,0.0,565.8988694,7.0,Motorcycle_or_truck,Services_or_Retail,340.1479379,1.0,Yes
2539,3.0,694.3294324,106161.0831,Military,231.4431441,No,458.6918465,Yes,Male,,,0.006253774,2.9557576660000002,4.857758041,6.317567155,4.122657459,9217.0,28.56068884,402.9389713,5392.796407,48302.02875,Maybe,210398.21,20.07333981,175.6687809,95.61077394,53807.372110000004,30.0,30-45,0.0,588.2783817000001,9.0,Foot_or_bicycle,Industry_or_other,359.5282457,0.0,No
1215,8.0,703.7632835,75997.91913,Education,234.58776119999996,No,323.9637002,Yes,Male,By_16:00,0.632467888,0.947683705,2.8768287989999997,2.159406473,2.7801573139999998,0.718891318,5579.0,,397.22042989999994,4034.0778619999996,51019.503619999996,No,104952.479,19.93038961,225.81153250000003,9.884338057999999,55276.00545,100.0,30-45,0.0,688.4705465,9.0,Public_or_other,Industry_or_other,597.1515793,3.0,Yes
5016,8.0,242.72752519999997,29065.23716,Education,80.90917507,No,359.23289460000007,Yes,Male,After_16:00,0.08890357199999999,0.34844647700000003,6.559397468999999,3.1141978989999997,1.440560627,4.687589495,9432.0,91.05572829,386.3643715,4365.05769,46604.6969,No,129048.2726,19.65615353,199.08504109999998,17.01049397,6637.203785,100.0,45_and_up,3.0,592.0987884,9.0,Public_or_other,Industry_or_other,416.8951291,0.0,Yes
1822,4.0,1038.370542,22423.457319999998,Environment,346.1235141,Yes,64.78455352,Yes,Male,After_16:00,0.761677807,0.116806149,1.8729737030000002,2.10426077,3.428614757,6.8779456660000005,9300.0,46.36396391,508.44183949999996,1664.729214,47481.283610000006,Yes,4197.038375,22.54865494,502.9658273,26.07875455,120157.6105,90.0,Below_30,0.0,588.0891335,,Motorcycle_or_truck,Services_or_Retail,248.0260452,1.0,Yes
6556,4.0,48.78713117,5332.554701,Education,16.26237706,No,327.90745669999995,Yes,Female,By_16:00,0.834077992,0.01691642,0.92531054,7.468031726,7.351655301,7.153888037000001,4322.0,94.52332596,325.9946629,3931.063893,43043.99632,No,107523.3002,18.05532229,244.77862569999996,56.70904445,290.7272846,100.0,Below_30,3.0,573.7945624,14.0,Car,Student_or_Unemployed,495.2172403,0.0,Yes
891,4.0,178.14603590000002,26800.02939,Healthcare,59.38201196,No,451.3156175,Yes,Male,After_16:00,0.061941341,,5.022280961,7.1333471479999995,5.342940898,2.824807765,5153.0,96.19532884,426.8177857,5366.791746,52180.07306,No,203685.7866,20.65956887,100.8597001,9.666331555,3595.605356,80.0,Below_30,2.0,654.5346277000001,11.0,Motorcycle_or_truck,Services_or_Retail,,3.0,Yes
1307,4.0,513.7088518,72153.54209,Other,171.23628390000002,No,421.36830130000004,Yes,Female,After_16:00,0.9000703179999999,0.089596223,1.028892817,8.419342979,5.327287791,6.834276214,7486.0,67.98466768,344.39603430000005,4902.475082,44092.51669,Maybe,177551.2454,18.55791029,197.2587987,28.48667679,29503.10122,50.0,45_and_up,0.0,555.9535397999999,7.0,Public_or_other,Public_Sector,407.72055760000006,1.0,No
6580,3.0,1170.595783,89112.3834,Education,390.19859449999996,Yes,228.3769974,Yes,Female,By_16:00,0.966671209,0.8870635920000001,5.619749737,1.8836228990000001,5.2690139160000005,8.526646309,9433.0,82.45028842,718.1601860000001,3720.090346,71380.76611,Yes,52156.052939999994,26.79851089,354.0789142,74.24367398,152655.1417,100.0,30-45,3.0,887.5632207999998,15.0,Foot_or_bicycle,Public_Sector,436.7627073,0.0,No
4816,5.0,481.8417415,51226.140960000004,Social,160.6139138,No,318.93962200000004,Yes,Male,After_16:00,0.672404951,0.6704628810000001,8.3297568,7.534796505,4.575384662,7.063008465,9143.0,36.65317346,,3935.760319,48247.18105,No,101722.4825,19.31792042,230.11759480000003,0.193287921,25967.44323,70.0,45_and_up,4.0,649.7283181,6.0,Public_or_other,Services_or_Retail,563.9410227000001,0.0,No
2123,5.0,359.1470577,37879.945589999996,Financial,119.71568590000001,No,316.41589239999996,Yes,Male,After_16:00,0.14073081699999998,0.561818356,1.4998209269999998,2.9914663519999998,0.247204001,5.682220785,6345.0,49.09877372,512.1897881,4188.5385,60709.26806,No,100119.01699999999,22.63161037,221.9464812,16.36621756,14461.56114,60.0,30-45,1.0,804.6779386,12.0,Foot_or_bicycle,Hightech,624.1310801,0.0,No
1011,6.0,103.4868953,11114.31705,Education,34.49563178,No,322.194912,Yes,Male,By_16:00,0.13000476800000002,0.354596045,6.413035097000001,0.37199892799999995,5.942792771000001,3.332483743,5052.0,23.97490351,391.7074933,4005.364107,46341.6345,No,103809.5613,19.79160159,225.1559261,97.02093501,1234.444243,100.0,45_and_up,3.0,591.8806162999999,9.0,Public_or_other,Student_or_Unemployed,414.2487623,0.0,Yes
2040,6.0,496.9802944,114851.8175,Environment,,No,693.2980165,No,Female,After_16:00,0.884617443,0.102438761,8.420421393,3.641882639,3.5347976489999997,3.640858557,3540.0,4.701207369,624.093744,8181.167653,72962.06385,No,480662.1397,24.981868300000002,229.96293569999997,75.57390809999998,27618.928219999998,90.0,Below_30,1.0,875.5467376,10.0,Public_or_other,Industry_or_other,489.06513279999996,2.0,Yes
2176,4.0,1859.464416,287713.5748,Education,619.8214719,Yes,464.1878151000001,Yes,Male,By_16:00,0.08530521,0.943017158,3.5496609560000003,3.569702678,1.912280165,1.6338894419999999,5747.0,86.89004588,502.35626799999994,5646.590687,58075.662079999995,Yes,215470.3277,22.4133056,74.59403744,56.91263259,384808.4785,100.0,30-45,2.0,715.8430703,13.0,Car,Public_Sector,434.60729519999995,3.0,Yes
4991,1.0,1344.18067,264111.2638,Social,448.0602232,Yes,589.4548325000001,No,Male,After_16:00,0.748757566,,5.1969253989999995,3.635263541,1.454866428,1.070381717,5359.0,31.23242655,331.7109848,,50260.896310000004,Yes,347456.9995,18.21293455,213.30739509999998,27.15225688,201216.0238,70.0,45_and_up,1.0,655.3828776,11.0,Foot_or_bicycle,Industry_or_other,595.7950161,2.0,Yes
9694,1.0,743.2335211,68796.72286000001,Environment,247.74450699999997,No,277.6922228,Yes,Male,By_16:00,0.49169114799999997,0.982139367,9.860417314,3.5712518330000003,0.08423112599999999,0.34626693700000005,7739.0,83.06391165,,3813.272128,,No,77112.97063,22.76345646,265.50768769999996,42.26642794,61635.08527,90.0,45_and_up,2.0,816.1392727000001,11.0,Foot_or_bicycle,Public_Sector,644.0251909,0.0,No
8041,5.0,340.23767860000004,38007.79193,Environment,113.4125595,No,335.1285968,Yes,Male,By_16:00,0.8947525540000001,0.496229194,0.36300997700000004,7.186346027999999,5.506829107000001,8.774222662,9359.0,39.10291735,556.484503,4464.254974,65808.75958,No,112311.1764,23.58992376,249.07571480000001,0.940009463,12985.82122,,30-45,0.0,873.3231122999999,15.0,Foot_or_bicycle,Industry_or_other,677.9483998,1.0,No
3939,1.0,732.257523,171653.6647,Healthcare,244.08584100000002,No,703.2512167,No,Female,After_16:00,0.301919741,0.102109298,3.530993224,2.864492508,3.764807233,6.962795118,3932.0,25.38328527,646.9858982000001,8326.483962999999,75329.23862,No,494562.2738,25.43591748,250.8803562,44.50599749,59831.983620000006,80.0,Below_30,2.0,905.1145188999999,7.0,Motorcycle_or_truck,Hightech,505.00417760000005,0.0,No
4736,5.0,1223.899569,141617.1674,Education,407.9665229,Yes,347.12938310000004,Yes,Female,By_16:00,0.488591648,0.331385902,5.69926922,7.11057202,6.20620914,6.48054508,9094.0,76.5298258,400.99508030000004,4273.283990999999,39154.870689999996,Yes,120498.8086,20.02486155,484.4902784,92.31309786,166854.6504,100.0,45_and_up,2.0,421.1316575,12.0,Motorcycle_or_truck,Industry_or_other,51.04629388,2.0,
8265,5.0,471.84985240000003,61821.9096,Social,,No,393.0609024,Yes,Female,By_16:00,0.432518027,0.29608177399999996,0.37427219799999994,9.971982813,6.4580358360000005,3.086371862,4499.0,77.73098981,337.3669842,4605.342993,44983.87793,No,154496.87300000002,18.36755248,194.812571,2.4763968309999997,24905.31476,70.0,30-45,1.0,588.8599379999999,9.0,Car,Hightech,491.847124,6.0,No
1751,8.0,787.3169572,98175.92625,Environment,262.4389857,No,374.09048039999993,Yes,Female,By_16:00,0.026798896000000003,0.630729503,3.4624973889999997,8.1477731,9.595302411,8.345534049,5212.0,9.882820351,312.38683419999995,4365.678472,45518.86536,No,139943.6875,17.67446843,253.9916239,62.20337187,69146.66022,90.0,Below_30,1.0,626.5654696,11.0,Public_or_other,Services_or_Retail,616.0165415,1.0,No
6309,6.0,306.9453799,31346.24736,Financial,102.3151266,No,306.3696287,Yes,Male,By_16:00,0.886401703,0.9826144059999999,2.563626727,5.262157787,9.826428976,0.302130529,5956.0,77.10505596,373.7873747,3811.2710369999995,43776.78439,No,93862.3494,19.33358153,261.93532749999997,73.70194597,10580.70026,60.0,45_and_up,3.0,555.4262681,6.0,Motorcycle_or_truck,Public_Sector,376.76133589999995,1.0,No
812,8.0,710.9335103,113549.6438,Military,236.97783680000003,No,479.15722999999997,Yes,Male,After_16:00,0.175243206,,9.721978535,2.09906766,0.512920907,,5303.0,93.28841269,501.5475107,5794.667322,,Maybe,229591.6511,22.39525643,138.044941,58.42742315,56405.47295,30.0,Below_30,1.0,681.0816736,9.0,Public_or_other,Services_or_Retail,363.546382,0.0,No
9275,9.0,491.246983,68694.53885,Foreign_Affairs,163.74899430000002,No,419.5112106000001,Yes,Female,After_16:00,0.954330858,0.8850113140000001,1.315975906,6.659324686000001,5.98502072,3.9580247180000003,3176.0,15.85742168,477.9467648,5151.005636,55615.65184,Maybe,175989.6558,21.86199361,99.63380108,6.0425643110000005,26987.482139999996,40.0,30-45,1.0,694.8906024,6.0,Motorcycle_or_truck,Public_Sector,445.574786,0.0,Yes
4155,10.0,1428.15872,270958.5374,Financial,476.0529067,Yes,569.1773617,No,Male,By_16:00,0.947092907,0.368869071,4.375050992,9.787073729,5.823806793999999,6.2100882010000005,9173.0,82.25815231,292.5469007,6276.867418,46999.43895,Yes,,17.10400247,242.6726028,24.22653052,227112.4229,60.0,Below_30,0.0,622.8115065000001,11.0,Motorcycle_or_truck,Public_Sector,605.2031195000001,0.0,Yes
806,5.0,118.5043108,17011.13421,Financial,39.50143695,No,430.6459594,Yes,Female,By_16:00,0.9216991990000001,0.36288099,,6.767710021,5.412245802999999,6.537109371000001,9863.0,30.88772651,454.4439831,5215.34756,56532.58,No,185455.9423,21.31769179,101.79202049999999,22.43419031,1609.8649580000001,60.0,30-45,5.0,731.5441816,10.0,Car,Public_Sector,558.9600017999999,0.0,No
8282,4.0,422.81564860000003,62447.303360000005,Military,140.93854950000002,No,443.0817797,Yes,Male,After_16:00,0.043675657,0.8380761379999999,0.9176725640000001,5.436718701,9.854952202,8.712034884,8631.0,,329.62244269999997,5090.062682,45035.46041,Maybe,196321.4635,18.15550723,180.33974980000002,71.18151707,20014.6133,30.0,Below_30,3.0,,6.0,Foot_or_bicycle,Services_or_Retail,484.0554232,2.0,No
3984,1.0,900.2831123999999,93753.55842,Financial,300.09437080000004,No,312.4135857,Yes,Female,After_16:00,0.726603425,0.855486465,9.790201301,2.255817389,1.288912373,5.631575587,4285.0,69.87413643,535.8028996,4195.741656,63666.97945,No,97602.24851,23.14741669,258.0525468,66.4111817,90366.72575,60.0,30-45,5.0,850.2404142999999,10.0,Car,Student_or_Unemployed,673.5528922999999,1.0,Yes
5338,4.0,822.5047334,84452.51807,Healthcare,274.16824449999996,No,308.03172789999996,Yes,Female,After_16:00,0.028687254,0.477787766,6.562904887999999,3.110238987,4.853952853,6.300265437,5526.0,82.11703517,377.3791641,3835.075607,44138.37576,No,94883.54537,19.42624936,258.0437545,53.61741353,75452.39452,80.0,30-45,1.0,559.8249262,8.0,Car,Hightech,378.7610115,1.0,Yes
2377,2.0,1288.488953,155233.6682,Environment,429.4963175,Yes,361.4318957,Yes,Male,After_16:00,0.292820487,0.21895707600000003,7.010703527,6.863323428999999,0.430623621,8.458201077,3467.0,48.58808105,22.6082622,3659.5354810000003,16047.06065,Yes,130633.0152,4.7548146330000005,518.6839094,28.24637739,184906.5831,90.0,45_and_up,3.0,232.44839610000002,11.0,Foot_or_bicycle,Student_or_Unemployed,351.915541,0.0,Yes
5781,6.0,608.8355475999999,62639.8907,Environment,202.9451825,No,308.6542381,Yes,Female,By_16:00,0.997694338,0.324690873,9.271034193,4.0052171119999995,1.296582713,7.452310969,9019.0,49.06438338,352.72750049999996,3791.997382,45280.17916,No,95267.4387,18.78104099,241.8466258,41.74746196,41399.6923,90.0,45_and_up,1.0,,10.0,Public_or_other,Hightech,513.6894378000001,0.0,No
6168,1.0,1629.307051,387538.0111,Healthcare,543.1023502,Yes,713.563495,No,Female,After_16:00,0.20254801,0.05682302400000001,3.973293889,5.009130903,3.8634940610000004,0.63905054,8938.0,65.42907858,649.4063215,8434.447593,70019.39074,Yes,509172.8614,25.48345192,355.5940205,88.7574577,295513.2651,80.0,45_and_up,2.0,784.8721607000001,12.0,Foot_or_bicycle,Industry_or_other,258.10024369999996,0.0,Yes
6675,10.0,526.2369388000001,56650.159210000005,Social,175.4123129,No,322.9542913,Yes,Female,By_16:00,0.38276820200000006,0.8743043629999999,9.820612471,4.4239825360000005,3.764682736,3.880843604,7076.0,87.45799041,357.4275556,3944.398024,43428.88708,No,104299.4743,18.90575456,245.87672290000003,99.86941805,30954.891839999997,70.0,Below_30,2.0,557.120657,7.0,Motorcycle_or_truck,Hightech,406.28085560000005,0.0,No
